File Name,Landmark Name,Latitude,Longitude,Municipality,Wikipedia URL,Brief Description
academia_del_perpetuo_socorro.txt,Academia del Perpetuo Socorro,18.454444444444444,-66.08472222222221,San Juan,https://en.wikipedia.org/wiki/Academia_del_Perpetuo_Socorro,"Academia del Perpetuo Socorro was founded in 1921 as a Catholic parochial school of the Perpetuo Socorro Parish at the Archdiocese of San Juan, Puerto Rico. The school is located in Miramarin Puerto Rico\'s capital city of San Juan. Students, teachers and alumni commonly refer to their school as Perpetuo. \n"
academia_interamericana_metro.txt,Academia Interamericana Metro,18.44853055555556,-66.07212222222222,San Juan,https://en.wikipedia.org/wiki/Academia_Interamericana_Metro,"The Academia Interamericana Metro was founded in 1928 as a private and religious school in Santurce, Puerto Rico by Inter American University of Puerto Rico- Metro Cumpus. [1]The school provides elementary and high school education and is located in Avenida Ponce de León, at the Parada 19 in Santurce. \n"
academia_maria_reina.txt,Academia Maria Reina,18.383442,-66.085516,San Juan,https://en.wikipedia.org/wiki/Academia_Maria_Reina,"Academia Maria Reina is a school of the Sisters of Saint Josephof Brentwood, New York. The educative mission of this congregation has its roots in the mission of Jesus: to evangelize, to heal, to pardon, to redeem and liberate all, through love that achieves union and reconciliation. During the year 2010-2011, the new 7th graders received the record of the most entries in the academy ever in school history. As they say in Academia Maria Reina: ""Fuerza Conlleva Honor"", which means ""Strength Carries Honor"". The Academia Maria Reina is one of the most prestigious schools for girls in Puerto Rico, where girls are educated by qualified teachers, who are paid an American salary scale above $ 25 per hour to $ 27 an hour. \n"
academia_san_jorge.txt,Academia San Jorge,18.450555555555557,-66.06166666666667,Río Piedras,https://en.wikipedia.org/wiki/Academia_San_Jorge,"Academia San Jorge is a private, Roman Catholicschool in San Juan, Puerto Ricofounded in 1925 by Rev. Msgr. José M. Rivera as a parochial school with 53 students from grades K–3. Shortly after, the school started construction on the firstbuilding, which still exists today, and added grades 4-12. The school is located on San Jorge Avenue in San Juan\'s Santurcedistrict. \n"
adjuntas_barrio-pueblo.txt,Adjuntas barrio-pueblo,18.163776,-66.723544,Adjuntas,https://en.wikipedia.org/wiki/Adjuntas_barrio-pueblo,"Adjuntas barrio-pueblois abarrioand the administrative center of Adjuntas, a municipality of Puerto Rico. Its population in 2010 was 4, 406. [1][4][5][6]\n"
aguada_barrio-pueblo.txt,Aguada barrio-pueblo,18.380211,-67.188632,Aguada,https://en.wikipedia.org/wiki/Aguada_barrio-pueblo,"Aguada barrio-pueblois a smallbarrioand the administrative center of Aguada, a municipality of Puerto Rico. Its population in 2010 was 1, 324. Aguada barrio-pueblo has two subdivisions: California and Rosario. [1][4][5][6]\n"
aguada_transmission_station.txt,Naval Radio Transmitter Facility Aguada,18.398611111111112,-67.17722222222223,Aguada,https://en.wikipedia.org/wiki/Naval_Radio_Transmitter_Facility_Aguada,"Naval Radio Transmitter Facility Aguadais a tallguyed radio masterected by the United States Navy. It is used as a facility of the U S Navy for ashore and U. S. and NA TOships, planes, and submarines operating at sea in areas of broadcast coverage near Aguada, Puerto Ricoat18°23\xe2\x80\xb255\xe2\x80\xb3N67°10\xe2\x80\xb238\xe2\x80\xb3W﻿ / ﻿18. 39861°N 67. 17722°W﻿ /18. 39861; -67. 17722by using radio waves in thevery low frequencyrange. \n"
aguadilla_barrio-pueblo.txt,Aguadilla barrio-pueblo,18.429734,-67.155693,Aguadilla,https://en.wikipedia.org/wiki/Aguadilla_barrio-pueblo,"Aguadilla barrio-pueblois an urbanbarrioand the administrative center of Aguadilla, a municipality of Puerto Rico. Its population in 2010 was 3, 627. [1][4][5][6]\n"
aguadilla_ice_skating_arena.txt,Aguadilla Ice Skating Arena,18.418333333333333,-67.1563888888889,Aguadilla,https://en.wikipedia.org/wiki/Aguadilla_Ice_Skating_Arena,"Aguadilla Ice Skating Arena, A. I. S. A. , is a multi-use facility in Aguadilla, Puerto Rico. Thearenawas the onlyice skatingfacility in the Caribbeanregion. The facility is owned and administered by the city. The Ice Skating rink has been closed since it was heavily damaged during Hurricane Maria. \n"
aguas_buenas_barrio-pueblo.txt,Aguas Buenas barrio-pueblo,18.256469,-66.105428,Aguas Buenas,https://en.wikipedia.org/wiki/Aguas_Buenas_barrio-pueblo,"Aguas Buenas barrio-pueblois abarrioand the administrative center of Aguas Buenas, a municipality of Puerto Rico. Its population in 2010 was 1, 711. [1][4][5]\n"
